"frequency_ghz","swept_channel","reference_channel","reference_phase_deg","swept_commanded_phase_deg","expected_relative_phase_deg","measured_relative_phase_deg","signed_phase_error_deg","repeat_circular_std_deg","sample_count","ch1_tone_mean_dbfs","ch2_tone_mean_dbfs","source_directory"
"3.8","1","2","180","157.5","22.5","18.999","-3.501","0.009","2","-29.352","-28.78","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","180","0","0.412","0.412","0.004","2","-27.803","-28.761","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","202.5","-22.5","-26.018","-3.518","0.011","2","-28.28","-28.746","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","225","-45","-45.496","-0.496","0.006","2","-28.342","-28.735","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","247.5","-67.5","-69.841","-2.341","0.014","2","-28.597","-28.722","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","270","-90","-89.222","0.778","0","2","-29.754","-28.72","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","292.5","-112.5","-110.011","2.489","0.01","2","-29.579","-28.729","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","315","-135","-134.656","0.344","0.016","2","-29.284","-28.719","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","1","2","180","337.5","-157.5","-158.078","-0.578","0.006","2","-29.187","-28.726","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch1_reference_ch2_180deg"
"3.8","2","1","180","0","-180","175.876","-4.124","0.057","4","-27.776","-28.683","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","22.5","157.5","149.934","-7.566","0.004","2","-27.776","-29.246","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","45","135","130.646","-4.354","0.012","2","-27.79","-29.356","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","67.5","112.5","106.842","-5.658","0.006","2","-27.8","-29.684","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","90","90","88.645","-1.355","0.016","2","-27.81","-30.949","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","112.5","67.5","67.737","0.237","0","2","-27.813","-30.794","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","135","45","41.71","-3.29","0.011","2","-27.807","-30.498","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","157.5","22.5","17.315","-5.185","0.031","2","-27.808","-30.43","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","180","0","-1.104","-1.104","0.001","2","-27.794","-28.814","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","202.5","-22.5","-27.722","-5.222","0.006","2","-27.784","-29.258","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","225","-45","-47.378","-2.378","0.015","2","-27.782","-29.286","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","247.5","-67.5","-71.99","-4.49","0.013","2","-27.777","-29.402","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","270","-90","-91.204","-1.204","0.001","2","-27.784","-30.432","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","292.5","-112.5","-112.121","0.379","0.017","2","-27.774","-30.159","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","315","-135","-137.14","-2.14","0.006","2","-27.774","-29.89","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
"3.8","2","1","180","337.5","-157.5","-160.227","-2.727","0.022","2","-27.779","-29.852","C:/Users/iroen/OneDrive/Documents/Projects/PLUTO_Phaser/PLUTO_SDR_Beam_former/captures/pluto_phase_reference180_20260728/f3800_sweep_ch2_reference_ch1_180deg"
